Application,General_Name,Category,Approved,PO_number,Quantity,PO_Order_Date,Term_Start_date,Term_End_date,Unit_Price,Total_Amount
Altova XMLSpy® 2012 rel. 2 Professional Edition,Altova XMLSpy® ,Licensed,,,,,,,,
Amazon Corretto (x64),Amazon Corretto,Freeware,,,,,,,,
Amazon Corretto 8 (x64),Amazon Corretto,Freeware,,,,,,,,
Amazon Corretto JRE 8 (x64),Amazon Corretto,Freeware,,,,,,,,
Amazon Redshift ODBC Driver 64-bit,Amazon Redshift ODBC Driver,Freeware,,,,,,,,
Amazon WorkSpaces,Amazon WorkSpaces,Freeware,,,,,,,,
AMBeta,AMBeta,Freeware,,,,,,,,
Amcrest IP Config 3.20.10,Amcrest IP Config,Freeware,,,,,,,,
AMD Catalyst Control Center,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD Catalyst Install Manager,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD DVR64,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD Fuel,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD Problem Report Wizard,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD Settings,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD Settings - Branding,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD Software,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD User Experience Program Installer,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMD WVR64,Microsoft Windows Drivers / Tools,Image,,,,,,,,
AMP Font Viewer,AMP Font Viewer,Freeware,,,,,,,,
Anaconda3 2019.03 (Python 3.7.3 64-bit),Anaconda3,Freeware,,,,,,,,
Anaconda3 2019.10 (Python 3.7.4 64-bit),Anaconda3,Freeware,,,,,,,,
Anaconda3 2020.07 (Python 3.8.3 64-bit),Anaconda3,Freeware,,,,,,,,
Anaconda3 2021.05 (Python 3.8.8 64-bit),Anaconda3,Freeware,,,,,,,,
Anaconda3 2021.11 (Python 3.9.7 64-bit),Anaconda3,Freeware,,,,,,,,
Anaconda3 2022.05 (Python 3.9.12 64-bit),Anaconda3,Freeware,,,,,,,,
Anaconda3 2022.10 (Python 3.9.13 64-bit),Anaconda3,Freeware,,,,,,,,
Anaconda3 2023.07-2 (Python 3.11.4 64-bit),Anaconda3,Freeware,,,,,,,,
Anaconda3 2023.09-0 (Python 3.11.5 64-bit),Anaconda3,Freeware,,,,,,,,
Android Studio,Android Studio,Freeware,,,,,,,,
Angry IP Scanner,Angry IP Scanner,Freeware,,,,,,,,
AnkhSVN 2.1.10019.14,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Anki,Anki,Freeware,,,,,,,,
ANT Drivers Installer x64,Miscellaneous Drivers,Freeware,,,,,,,,
Any Video Converter 7.0.9,Any Video Converter,Freeware,,,,,,,,
AnySign4PC 1.1.2.0,AnySign4PC,Licensed,NO,,,,,,,
AnySign4PC 1.1.2.7,AnySign4PC,Licensed,NO,,,,,,,
Apache Directory Studio - (remove only),Apache Directory Studio - (remove only),Freeware,,,,,,,,
Apache Jmeter 5.5,Apache Jmeter,Freeware,,,,,,,,
Apache Maven 3.8.6,Apache Maven,Freeware,,,,,,,,
Apache Tomcat 6.0 (remove only),Apache Tomcat,Freeware,,,,,,,,
Apache Tomcat 8.5 Tomcat8 (remove only),Apache Tomcat,Freeware,,,,,,,,
Apache Tomcat 9.0 Tomcat9 (remove only),Apache Tomcat,Freeware,,,,,,,,
APClient 1.95,APClient,Freeware,,,,,,,,
ApexSQL Analyze,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Audit Main GUI,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Build,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Build 2016,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Clean 2016,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Compare,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Compare and Sync Toolkit for SQL Server,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Complete,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Data Diff,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Decrypt,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Diff,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Doc,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Enforce,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Generate,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Generate 2016,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Installer,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Log,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Plan,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Propagate,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Recover,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Refactor,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Script 2016,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Search,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL software,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Source Control,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Trigger,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Trigger Viewer,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Unit Test,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
ApexSQL Updater,ApexSQL,Licensed,YES,12209779,1,2023-11-30,2023-12-01,2024-11-30,4981.7,4981.7
APK Editor Studio,APK Editor Studio,Freeware,,,,,,,,
Aplicaciones de Microsoft 365 para empresas - es-mx,Microsoft Office / 365,Image,,,,,,,,
App Protection,App Protection,Freeware,,,,,,,,
App Volumes Migration Utility,App Volumes Migration Utility,Freeware,,,,,,,,
Appium Inspector 2022.7.1,Appium Inspector,Freeware,,,,,,,,
Appium Inspector 2023.11.1,Appium Inspector,Freeware,,,,,,,,
Appium Inspector 2023.6.2,Appium Inspector,Freeware,,,,,,,,
Appium Inspector 2023.8.4,Appium Inspector,Freeware,,,,,,,,
Appium Server GUI 1.22.3-4,Appium Server GUI,Freeware,,,,,,,,
Apple Application Support (32-bit),Apple Software,Freeware,,,,,,,,
Apple Application Support (64-bit),Apple Software,Freeware,,,,,,,,
Apple Mobile Device Support,Apple Software,Freeware,,,,,,,,
Apple Software Update,Apple Software,Freeware,,,,,,,,
Application Code Manager,Rockwell Automation,Licensed,NO,,,,,,,
Application Insights Tools for Visual Studio Express 2015 for Web,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Application Verifier x64 External Package,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Application Verifier x64 External Package (DesktopEditions),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Application Verifier x64 External Package (OnecoreUAP),Microsoft Windows Drivers / Tools,Image,,,,,,,,
ApplicationXtender Desktop 16.3,ApplicationXtender Desktop,Freeware,,,,,,,,
ApplicationXtender Desktop 6.5 SP2,ApplicationXtender Desktop,Freeware,,,,,,,,
AppLogLibSetup,AppLogLibSetup,Freeware,,,,,,,,
Appman Auto Sequencer,Appman Auto Sequencer,Freeware,,,,,,,,
Appman Sequencer on amd64,Appman Sequencer,Freeware,,,,,,,,
AppProtection,Citrix Workspace,Freeware,,,,,,,,
Araxis Merge,Araxis Merge,Licensed,,,,,,,,
Archroma Color Measure,Archroma Color Measure,Freeware,,,,,,,,
Archroma Color Measure - 1.4.0.5 -,Archroma Color Measure,Freeware,,,,,,,,
Archroma Color Measure v1.2.4,Archroma Color Measure,Freeware,,,,,,,,
Archroma Color Measure v1.3,Archroma Color Measure,Freeware,,,,,,,,
Arduino IDE 2.0.0-rc3,Arduino IDE,Freeware,,,,,,,,
ArmorStart ST Module Profiles,Rockwell Automation,Licensed,NO,,,,,,,
Articulate 360,Articulate Storyline 360,Licensed,YES,,,,,,,
Articulate Peek 360,Articulate Storyline 360,Licensed,YES,,,,,,,
Articulate Replay 360,Articulate Storyline 360,Licensed,YES,,,,,,,
Articulate Storyline 3,Articulate Storyline 360,Licensed,YES,,,,,,,
Articulate Storyline 360,Articulate Storyline 360,Licensed,YES,,,,,,,
Articulate Storyline 360 64-bit,Articulate Storyline 360,Licensed,YES,,,,,,,
Articulate Storyline 360ር䘍̀谀⬬˳⬬˳,Articulate Storyline 360,Licensed,YES,,,,,,,
Articulate Studio 360,Articulate Storyline 360,Licensed,YES,,,,,,,
ASAP Utilities,ASAP Utilities,Freeware,,,,,,,,
Asian Language And Spelling Dictionaries Support For Adobe Acrobat Reader,Adobe,Licensed,YES,12103128,353,2022-11-23,2022-11-30,2025-11-29,1811655,1811655
Asmedia USB Host Controller Driver,Miscellaneous Drivers,Freeware,,,,,,,,
Aspell English Dictionary-0.50-2,Aspell English Dictionary,Freeware,,,,,,,,
AstroGrep,AstroGrep,Freeware,,,,,,,,
Asure ID,Asure ID,Licensed,NO,,,,,,,
ASUS MultiFrame,ASUS MultiFrame,Freeware,,,,,,,,
Audacity 2.1.0,Audacity,Freeware,,,,,,,,
Audacity 2.2.2,Audacity,Freeware,,,,,,,,
Audacity 3.1.3,Audacity,Freeware,,,,,,,,
Audacity 3.3.3,Audacity,Freeware,,,,,,,,
Audio Controls Application,Audio Controls Application,Freeware,,,,,,,,
AutoCAD 2014 - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
AutoCAD 2014 Language Pack - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
AutoCAD 2019,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
AutoCAD 2019 - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
AutoCAD 2019 Language Pack - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
AutoCAD 2022,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
AutoCAD 2022 - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
AutoCAD 2022 Language Pack - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
AutoCAD Open in Desktop,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk 360,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk 3ds Max 2019,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk 3ds Max 2021,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk 3ds Max 2022,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk 3ds Max 2022 CivilView 2022 1.0.0+0 64-bit,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk 3ds Max Asset Library,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Base Resolution Image Library 2019,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Base Resolution Image Library 2020,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Base Resolution Image Library 2021,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Base Resolution Image Library 2022,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Low Resolution Image Library 2019,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Low Resolution Image Library 2020,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Low Resolution Image Library 2021,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Low Resolution Image Library 2022,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Medium Resolution Image Library 2019,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Medium Resolution Image Library 2020,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Medium Resolution Image Library 2021,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Advanced Material Library Medium Resolution Image Library 2022,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk App Manager,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk App Manager 2016-2019,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2014 - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2019 - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2019.1 Update,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2019.1.2 Update,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2019.1.2 Update Combo Security Hotfix,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2019.1.3 Update,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2022 - English,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2022.0.1 Update,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2022.1.1 Update,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD 2022.1.3 Update,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk AutoCAD Performance Feedback Tool 1.3.0,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk BIM 360 Glue AutoCAD 2019 Add-in 64 bit,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Civil 3D 2019.3.3 Object Enabler 64 Bit,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Civil 3D 2022.2 Object Enabler,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Civil View for 3ds Max 2019 64-bit,Autodesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Civil View for 3ds Max 2021 64-bit,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Cloud Models for Revit 2020,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Cloud Models for Revit 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Content Service,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Content Service Language Pack,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Design Review,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Desktop App,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk DWG TrueView 2014,AutoDesk DWG TrueView,Freeware,,,,,,,,
Autodesk DWG TrueView 2015 - English,AutoDesk DWG TrueView,Freeware,,,,,,,,
Autodesk DWG TrueView 2019 - English,AutoDesk DWG TrueView,Freeware,,,,,,,,
Autodesk DWG TrueView 2022 - English,AutoDesk DWG TrueView,Freeware,,,,,,,,
Autodesk DWG TrueView 2023 - English,AutoDesk DWG TrueView,Freeware,,,,,,,,
Autodesk DWG TrueView 2024 - English,AutoDesk DWG TrueView,Freeware,,,,,,,,
Autodesk Featured Apps,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Featured Apps 2016-2019,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Genuine Service,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Identity Manager,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Inventor Server Engine for 3ds Max 2019,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Inventor Server Engine for 3ds Max 2021,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Inventor Server Engine for 3ds Max 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk License Service (x64) - 7.1.4,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk License Service (x64) - 7.1.7,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library 2014,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library 2019,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library 2020,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library 2021,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Base Resolution Image Library 2014,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Base Resolution Image Library 2019,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Base Resolution Image Library 2020,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Base Resolution Image Library 2021,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Base Resolution Image Library 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Low Resolution Image Library 2020,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Low Resolution Image Library 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Medium Resolution Image Library 2019,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Medium Resolution Image Library 2020,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Medium Resolution Image Library 2021,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Material Library Medium Resolution Image Library 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk ReCap,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk ReCap Language Pack-English,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit 2020,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit 2020 Revit MEP Imperial Content,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit 2020 Revit MEP Metric Content,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit 2022 Revit MEP Imperial Content,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit 2022 Revit MEP Metric Content,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Core 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Core-RVT 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Essential-CHS 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Essential-CHT 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Essential-CSY 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Essential-DEU 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Essential-ENG 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Essential-ENU 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Essential-ESP 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
Autodesk Revit Content Essential-FRA 2022,AutoDesk,Licensed,YES,12001806,1,2021-11-24,2022-01-21,2025-01-21,205931.12,205931.12
