Application,General_Name,Category,Approved,PO_number,Quantity,PO_Order_Date,Term_Start_date,Term_End_date,Unit_Price,Total_Amount
vs_vswebprotocolselectormsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_webtestrecordermsi,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs_webtestrecordermsi_x64,Microsoft Visual Studio components,Licensed,YES,,,,,,,
vs2015_redist x86,Microsoft Visual Studio components,Licensed,YES,,,,,,,
VSDC Free Video Editor version 5.8.7.832,VSDC Free Video Editor,Freeware,,,,,,,,
VSDC Free Video Editor version 6.3.9.49,VSDC Free Video Editor,Freeware,,,,,,,,
Vulkan Run Time Libraries 1.0.33.0,Vulkan Run Time Libraries,Freeware,,,,,,,,
Vulkan Run Time Libraries 1.0.42.0,Vulkan Run Time Libraries,Freeware,,,,,,,,
Vulkan Run Time Libraries 1.0.65.1,Vulkan Run Time Libraries,Freeware,,,,,,,,
Vulkan Run Time Libraries 1.1.70.0,Vulkan Run Time Libraries,Freeware,,,,,,,,
VxSigner,VxSigner,Freeware,,,,,,,,
Wacom Pen Service,Wacom Pen Service,Freeware,,,,,,,,
Wacom Tablet,Wacom Tablet,Freeware,,,,,,,,
Wampserver64 3.2.3,Wampserver64 3.2.3,Freeware,,,,,,,,
WAPT,WAPT,Freeware,,,,,,,,
WaveLab LE 7,WaveLab LE 7,Freeware,,,,,,,,
Wavelink TelnetCE - 9000_AS,Wavelink TelnetCE ,Licensed,NO,,,,,,,
Wavelink TelnetCE - VC5000,Wavelink TelnetCE ,Licensed,NO,,,,,,,
Wavelink TelnetCE - WT4000,Wavelink TelnetCE ,Licensed,NO,,,,,,,
WavePad Sound Editor,WavePad Sound Editor,Freeware,,,,,,,,
WBI Destination Database Update,WBI Destination Database Update,Freeware,,,,,,,,
WCF Data Services 5.6.4 Runtime,Microsoft Visual Studio components,Licensed,YES,,,,,,,
WCF Data Services Tools for Microsoft Visual Studio 2015,Microsoft Visual Studio components,Licensed,YES,,,,,,,
WCF RIA Services V1.0 SP1,Microsoft Windows Drivers / Tools,Image,,,,,,,,
WD Drive Utilities,WD Drive Utilities,Freeware,,,,,,,,
WD Security,WD Security,Freeware,,,,,,,,
WD SmartWare,WD SmartWare,Freeware,,,,,,,,
Web Components,Web Components,Freeware,,,,,,,,
Web Connection,Web Connection,Freeware,,,,,,,,
Web Deployment Tool,Web Deployment Tool,Freeware,,,,,,,,
Web Scanning Service,Web Scanning Service,Freeware,,,,,,,,
WebAdvisor by McAfee,McAfee,Licensed,YES,12255008,7500,2024-06-21,2024-06-26,2025-06-25,13.29,99675
Webcam Utility,Webcam Utility,Freeware,,,,,,,,
WebClientPrint Processor 3.0 for Windows,WebClientPrint Processor,Freeware,,,,,,,,
WebCTRL 6.0,WebCTRL 6.0,Licensed,YES,,,,,,,
Webex,Webex,Freeware,,,,,,,,
WebEx Recorder and Player,WebEx Recorder and Player,Freeware,,,,,,,,
Webex Teams,Webex Teams,Freeware,,,,,,,,
WebFOCUS 82 App Studio,TIBCO,Licensed,YES,12071481,,,,,,
WebFOCUS Server for App Studio INSTALLATION,TIBCO,Licensed,YES,12071481,,,,,,
WebInspect Enterprise 20.1.0 Desktop Application,Micro Focus,Licensed,YES,12199053,1,2023-10-25,2023-11-01,2024-10-31,162020.13,162020.13
webNetwork Slingshot,webNetwork Slingshot,Licensed,YES,,,,,,,
WebReg,WebReg,Freeware,,,,,,,,
WebSphere Access Module for Teradata 15.10.1.1,Teradata,Freeware,,,,,,,,
WebStorm 2023.3.2,WebStorm,Freeware,,,,,,,,
WebTablet FB Plugin 32 bit,WebTablet FB Plugin,Freeware,,,,,,,,
WebTablet FB Plugin 64 bit,WebTablet FB Plugin,Freeware,,,,,,,,
WebView2,WebView2,Freeware,,,,,,,,
WeChat,WeChat,Freeware,,,,,,,,
Wedge Scanner+,Wedge Scanner+,Licensed,YES,,,,,,,
wehagoagent,wehagoagent,Freeware,,,,,,,,
WestwoodChat,WestwoodChat,Freeware,,,,,,,,
WestwoodOnline,WestwoodOnline,Freeware,,,,,,,,
WGear(SHBCIB Prod),WGear(SHBCIB Prod),Freeware,,,,,,,,
WIMGAPI,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Win10Pcap,Win10Pcap,Freeware,,,,,,,,
Win32DiskImager version 1.0.0,Win32DiskImager,Freeware,,,,,,,,
WinAppDeploy,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Window Book DAT-MAIL (x64) - MSSQL NSF,Window Book DAT-MAIL,Licensed,NO,,,,,,,
Windows 10 Codec Pack 2.2.0,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows 10 Update Assistant,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows 11 Installation Assistant,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows 7 USB/DVD Download Tool,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Admin Center,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows App Certification Kit Native Components,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows App Certification Kit SupportedApiList x86,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows App Certification Kit x64,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows App Certification Kit x64 (OnecoreUAP),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Assessment and Deployment Kit - Windows 10,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Assessment and Deployment Kit Windows Preinstallation Environment Add-ons - Windows 10,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Cache Extension 1.3 for PHP 5.3,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Deployment Customizations,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Deployment Tools,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Desktop Extension SDK,Microsoft .NET,Freeware,,,,,,,,
Windows Desktop Extension SDK Contracts,Microsoft .NET,Freeware,,,,,,,,
Windows Desktop Gadgets,Microsoft .NET,Freeware,,,,,,,,
Windows Driver Package - Abbott Labs (ADC) (ABB3410) Ports (08/20/2010 6.1.7600.16385),Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Actions Semiconductor Co., LTD (WinUSB) USB (08/08/2013 2.0.0.3)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Adafruit Industries LLC (usbser) Ports (02/25/2016 6.2.2600.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Apple Inc. Apple Wireless Mouse (06/01/2011 4.0.0.1),Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Apple, Inc. (KernelModeUSB) USBDevice (10/13/2017 12.9.46.650)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Apple, Inc. (USBAAPL) USB (05/19/2017 6.0.9999.69)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Arduino LLC (www.arduino.cc) Arduino USB Driver (11/24/2015 1.2.3.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Arduino LLC (www.arduino.cc) Genuino USB Driver (01/07/2016 1.0.3.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Arduino Srl (www.arduino.org) Arduino USB Driver (03/19/2015 1.1.1.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Atmel Corporation (libusb0) Atmel USB Devices (07/24/2011 1.2.5.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Canon U.S.A., Inc. (WUDFRd) Camera (10/08/2020 12.33.19.728)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Collis SmartLink Box Bus Driver (01/27/2014 2.10.00),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Collis SmartLink Box Port Driver (01/27/2014 2.10.00),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Crestron Electronics Inc. (WinUSB) Crestron (01/23/2018 3.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Cypress Semiconductor Corporation (CyUcmClient_Device) UCMCLIENT (10/20/2016 1.1.0.19),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Cypress Semiconductor Corporation (CyUcmClient_Device) UCMCLIENT (11/15/2016 1.1.0.22),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Datacolor (dcscusb) USB (05/21/2009 2.0.0.14),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Datacolor (usbser) Ports (07/18/2013 1.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Datacolor (usbser) Ports (11/17/2011 1.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - DigitalPersona, Inc. (usbdpfp) Biometric (02/24/2010 4.0.0.143)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Dynastream Innovations, Inc. ANT LibUSB Drivers (04/11/2012 1.2.40.201)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Exacq Technologies, Inc. (exacq_io_module_x64) Ports (04/29/2013 2.12.0.0)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Fresco Logic (fl2000) AVClass (11/13/2017 2.1.34054.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Fresco Logic (lci_proxykmd) System (11/13/2017 2.1.34054.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Fresco Logic (WUDFRd) Display (11/13/2017 2.1.34054.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - Bus/D2XX Driver (01/18/2013 2.08.28),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - Bus/D2XX Driver (03/09/2016 2.12.16),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - Bus/D2XX Driver (03/18/2011 2.08.14),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - Bus/D2XX Driver (07/12/2013 2.08.30),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - Bus/D2XX Driver (08/16/2017 2.12.28),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - VCP Driver (01/18/2013 2.08.28),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - VCP Driver (03/09/2016 2.12.16),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - VCP Driver (03/18/2011 2.08.14),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - VCP Driver (07/12/2013 2.08.30),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - FTDI CDM Driver Package - VCP Driver (08/16/2017 2.12.28),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Hewlett-Packard Image (12/27/2006 8.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Hewlett-Packard USB (09/08/2015 1.0.0.1),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HID Global (cxbu0x64) SmartCardReader (05/25/2017 1.2.29.156),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HID Global (cxru0x64) SmartCardReader (05/25/2017 1.2.29.156),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HID Global (cxru0x64) SmartCardReader (12/05/2014 1.2.27.145),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrCow_4_0_1_1980 ActivityMonitor (08/11/2017 4.0.1.1980),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrCow_4_1_0_1967 ActivityMonitor (02/19/2018 4.1.0.1967),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrCow_4_1_6_3285 ActivityMonitor (06/26/2019 4.1.6.3285),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrCow_4_4_12_453 ActivityMonitor (12/19/2023 4.4.12.453),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrCow_4_4_7_365 ActivityMonitor (09/04/2023 4.4.7.365),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrFilter_4_0_1_1980 ActivityMonitor (08/11/2017 4.0.1.1980),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrFilter_4_1_0_1967 ActivityMonitor (02/19/2018 4.1.0.1967),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrFilter_4_1_6_3285 ActivityMonitor (06/26/2019 4.1.6.3285),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrFilter_4_4_12_453 ActivityMonitor (12/19/2023 4.4.12.453),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. BrFilter_4_4_7_365 ActivityMonitor (09/04/2023 4.4.7.365),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - HP Inc. sselam_4_4_2_453 AntiVirus (11/01/2022 4.4.2.453),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Intel Corporation (iaStorAC) HDC (12/10/2019 17.5.9.1040),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Intel Corporation (iaStorAC) SCSIAdapter (12/10/2019 17.5.9.1040),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - KEYLOK (usbkey) USB (06/10/2010 64.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Lexmark International Printer (01/09/2016 2.13.1.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Lexmark International Printer (01/10/2016 3.0.1.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - libusb-win32 (libusb0) libusb-win32 devices (04/21/2015 1.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - libusb-win32 (libusb0) libusb-win32 devices (07/24/2011 1.2.5.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - libusb-win32 castor_libusb0 (02/23/2013 1.2.6.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - LifeScan Inc (silabenm) Ports (04/24/2012 6.5.3.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Linino (usbser) Ports (01/13/2014 1.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Logitech USB (03/19/2018 1.1.142.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Lumenera (luldr092) Image (08/15/2011 ),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Lumenera (lvldr45f) Image (11/09/2012 ),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Microsoft Printer (06/21/2006 6.1.7233.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Motorola Solutions, Inc. (fudally) MotorolaUSBFlashZap (12/16/2013 03.06.00.00)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Motorola Solutions, Inc. Net (08/14/2012 7.0.0)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Parallax Inc CDM Driver Package - Bus & VCP Driver (03/09/2016 2.12.16),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Printer Printer (01/08/2016 2.15.2.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Printer Printer (05/01/2013 2.6.2.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Prolific (Ser2pl) Ports (04/02/2012 3.4.31.231),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Razer Inc. (WinUSB) USB (05/04/2016 6.2.9200.16385),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Red Lion Controls (HMI) USB (01/13/2010 1.0.0.6),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - SALTO SYSTEMS S.L. (WinUSB) USB (04/08/2013 4.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - SICK AG (WinUSB) SOPASDevice (10/14/2011 2.0.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Silicon Laboratories (silabenm) Ports (03/19/2014 6.7.0.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Silicon Laboratories (silabenm) Ports (10/18/2013 6.6.1.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Silicon Laboratories (silabenm) Ports (12/10/2012 6.6.1.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports (09/19/2016 6.7.4.261),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports (09/27/2017 6.7.5.1893),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Silicon Laboratories Inc. (silabser) Ports (11/20/2015 6.7.2.200),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Silicon Labs Software (DSI_SiUSBXp_3_1) USB (02/06/2007 3.1),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - STMicroelectronics (usbser) Ports (06/08/2010 1.00.0000.1),Microsoft Windows Drivers / Tools,Image,,,,,,,,
"Windows Driver Package - Stretch, Inc. (Stretch_S6DVR) Media (11/26/2012 7.5.3.1)",Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - The Imaging Source Europe GmbH (UVC) Image (11/28/2011 2.2.11.681),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - TMG Technologie und Engineering GmbH (usbser) Ports (05/28/2013 1.80.0015.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - UL TS SmartLink Box Bus Driver (02/24/2017 2.12.26),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - UL TS SmartLink Box Port Driver (02/24/2017 2.12.26),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Zebra Technologies Corp (cdcacmzebra_x64) Ports (04/18/2017 2.15.3.0),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Zebra Technologies Inc. (WinUSB) WinUSB devices (03/31/2018 1.0.0.6),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Driver Package - Zebra Technologies Inc. (WinUSB) WinUSB devices (05/12/2015 1.0.0.5),Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Espc Package,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Espc Resource Package,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Identity Foundation SDK 4.0,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Installer Clean Up,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows IoT Extension SDK,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows IoT Extension SDK Contracts,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows IP Over USB,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live Communications Platform,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live Essentials,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live Installer,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live Mail,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live Messenger,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live MIME IFilter,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live Photo Common,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live PIMT Platform,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live SOXE,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live SOXE Definitions,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live UX Platform,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Windows Live UX Platform Language Pack,Microsoft Windows Drivers / Tools,Image,,,,,,,,
