Hostname,Serial number,OS version,Device type,Manufacturer,Model,Last seen,,
S0688POS503,54-41767280,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0688POS511,54-41766371,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS512,54-41674413,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0688POS600,54-41767690,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688POS751,54-41273822,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0688SLD7WWCBH2,7WWCBH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T07:00:00Z,,
S0689CFG001,C07ZM17EJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0689POS050,41APF09,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T07:00:00Z,,
S0689POS051,41APD59,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0689POS090,54-41315489,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-02T19:00:00Z,,
S0689POS091,54-41758389,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0689POS093,54-41676604,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0689POS190,54-41686706,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0689POS350,54-44416484,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0689POS351,54-41273795,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0689POS381,54-44510579,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0689POS382,54-39614305,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0689POS400,54-41685218,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0689POS401,54-41753652,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0689POS403,54-41745276,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0689POS701,54-44353528,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0689POS702,54-44511255,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0689POS751,54-41319044,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0689SLD1TX5BH2,1TX5BH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T22:00:00Z,,
S0689SLDJ55PFH2,J55PFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T19:00:00Z,,
S0691APW8223JT4,8CG8223JT4,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-22T06:00:00Z,,
S0691APW8231GWR,8CG8231GWR,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-22T06:00:00Z,,
S0691CFG001,C07CC15CJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0691POS050,41L0TP2,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0691POS051,41L0TR6,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-05T21:00:00Z,,
S0691POS080,54-41761862,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0691POS081,54-41665358,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691POS082,54-41281597,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691POS100,54-41316349,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-21T11:00:00Z,,
S0691POS101,41BA3BP,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0691POS102,54-44478039,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0691POS103,41BANF0,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
S0691POS350,54-44343853,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691POS351,54-41758673,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-20T23:00:00Z,,
S0691POS351,54-41758673,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-18T18:00:00Z,,
S0691POS353,54-41756629,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691POS354,54-41670667,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691POS355,54-41743215,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0691POS381,41BA8HT,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0691POS382,54-44342494,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691POS420,41BA4C1,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0691POS421,54-41701921,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0691POS422,41BA7NX,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0691POS423,41BABDV,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
S0691POS430,54-41665058,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0691POS431,54-41665793,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-21T22:00:00Z,,
S0691POS432,54-41754264,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-13T18:00:00Z,,
S0691POS600,54-44339634,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691POS611,54-41736416,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691POS702,41L08WX,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T07:00:00Z,,
S0691POS703,41L0TXF,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0691POS751,54-44485433,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0691SLDFT4PFH2,FT4PFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T23:00:00Z,,
S0695APW8231GXW,8CG8231GXW,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-22T06:00:00Z,,
S0695APW8231GYF,8CG8231GYF,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-22T06:00:00Z,,
S0695APW9383F33,MXL9383F33,Windows 10,Workstation,HP,HP ProDesk 600 G4 DM (TAA),2023-08-22T06:00:00Z,,
S0695CFG001,C07ZM12GJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T06:00:00Z,,
S0695POS051,54-41316916,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS052,54-43188059,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS090,54-41741724,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS180,54-43188092,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS181,54-41676646,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS190,54-41685115,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS193,54-44337566,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS350,54-44507297,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS351,54-41759185,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS351,54-41759185,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-18T21:00:00Z,,
S0695POS351,54-41759185,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-17T20:00:00Z,,
S0695POS352,54-41274168,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS354,54-41736296,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS381,54-44337963,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS383,54-41727668,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS410,41BA26T,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0695POS411,54-41742170,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS412,54-41728470,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS413,54-41668845,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-13T10:00:00Z,,
S0695POS450,54-41317543,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS451,54-44343192,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS452,54-41741693,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS600,54-41746399,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695POS611,54-41685387,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0695POS751,54-41316760,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0695SLD9C6KFH2,9C6KFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T04:00:00Z,,
S0695SLDB3GQGH2,B3GQGH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T20:00:00Z,,
S0696APW9021XNH,MXL9021XNH,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T07:00:00Z,,
S0696APW9021XQN,MXL9021XQN,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0696APW9021XTV,MXL9021XTV,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0696CFG001,C07ZM16FJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T06:00:00Z,,
S0696POS050,41BAYKA,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T07:00:00Z,,
S0696POS051,54-41767735,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0696POS090,54-41746006,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0696POS092,54-44339390,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0696POS093,54-43184213,Windows 10,Workstation,NCR Corporation,7459-5207-8801,2023-07-15T11:00:00Z,,
S0696POS095,54-44949764,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS190,54-41762547,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS192,54-41281506,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS340,54-44509199,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS341,54-44479923,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS350,54-44510565,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS351,54-41273405,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0696POS352,54-41724886,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS354,54-44500774,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS355,41BAWX7,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T07:00:00Z,,
S0696POS360,54-41759299,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-20T20:00:00Z,,
S0696POS361,54-44513370,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS381,54-41702723,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS382,54-41672546,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0696POS383,54-44513790,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-15T21:00:00Z,,
S0696POS400,54-41767682,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS401,54-41281611,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS402,41L0GX4,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0696POS403,41BAYPW,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
S0696POS410,54-41744700,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS412,41L127R,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0696POS413,41L0FL7,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0696POS414,54-44339020,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS415,41L0FHT,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-07-21T03:00:00Z,,
S0696POS600,54-44420482,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS700,54-41724759,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0696POS701,41L0MB3,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0696POS702,41L0FLZ,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0696POS751,54-41736076,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0696SLD1GNQFH2,1GNQFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-19T14:00:00Z,,
S0696SLD3469GH2,3469GH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S0696SLD76JHFH2,76JHFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-16T23:00:00Z,,
S0696SLD92FCBH2,92FCBH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T02:00:00Z,,
S0699APW8231GVB,8CG8231GVB,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-22T07:00:00Z,,
S0699APW8231GWP,8CG8231GWP,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-08-22T07:00:00Z,,
S0699APW8231GYR,8CG8231GYR,Windows 10,Workstation,HP,HP ProDesk 600 G3 DM,2023-07-30T19:00:00Z,,
S0699CFG001,C07ZM15BJYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0699DVR001,System Serial Number,Windows 10,Workstation,ASUS,System Product Name,2023-07-18T13:00:00Z,,
S0699POS051,2UA7233376,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0699POS052,2UA7232M4B,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0699POS102,41m0172,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-07-09T04:00:00Z,,
S0699POS110,41L0TYZ,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS111,41M0183,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS112,41L0TP0,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS113,41M0138,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS114,41L0TWC,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS115,41m0130,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS116,41ALG50,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0699POS117,41L0TYB,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS180,2UA7232M5K,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0699POS181,41m0172,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS182,41L0V0P,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS350,2UA7232M2B,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0699POS351,41L1613,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0699POS352,41M0227,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS353,41L0TNY,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS354,41L0TPB,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS354,41L0TPB,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-07-25T16:00:00Z,,
S0699POS360,41L0TMZ,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-07-11T22:00:00Z,,
S0699POS361,41L0V40,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-07-12T14:00:00Z,,
S0699POS381,41BA8N0,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0699POS382,41BA1FM,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T06:00:00Z,,
S0699POS410,41M0174,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-07-14T18:00:00Z,,
S0699POS411,41m0132,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-03T00:00:00Z,,
S0699POS412,41L0TNF,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-02T19:00:00Z,,
S0699POS413,41L0V6H,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-03T00:18:45Z,,
S0699POS440,41L0TMZ,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS441,41L0V40,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS442,41M0228,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS443,41L0V6B,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS444,41M0201,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS445,41L0M88,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS446,41M0169,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS447,41M0161,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS448,41M0202,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS449,41m0132,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS450,41L0TNF,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS495,41M0155,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS496,41m0216,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS497,41L0B8K,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS498,41L0C1V,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS500,41M0214,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0699POS501,41L0TT2,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T07:00:00Z,,
S0699POS600,2UA72335W8,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0699POS611,41BA285,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0699POS751,41BAWV6,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
S0699SLD2LV6BH2,2LV6BH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-19T00:00:00Z,,
S0699SLD2ZVYLH2,2ZVYLH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T06:00:00Z,,
S0699SLD53YLGH2,53YLGH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-20T04:00:00Z,,
S0699SLDJ01LFH2,J01LFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T00:00:00Z,,
S0700APW9021XZB,MXL9021XZB,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0700APW9021Y0C,MXL9021Y0C,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T07:00:00Z,,
S0700CFG001,C07ZM195JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0700POS001,54-41318083,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS003,54-41742476,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-08T11:00:00Z,,
S0700POS004,54-41314719,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS050,41L0TT8,Windows 10,Workstation,TOSHIBA,6140E3R,2023-08-22T06:00:00Z,,
S0700POS065,54-41670802,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS090,54-41670603,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS091,54-41727704,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS092,54-41674456,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0700POS093,54-41315275,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-07-18T18:00:00Z,,
S0700POS179,54-41767714,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS190,41BA89W,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0700POS191,54-41315258,Windows 10,Workstation,NCR Corporation,7459-5400-8810,2023-08-22T06:00:00Z,,
S0700POS350,54-41317373,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-20T22:00:00Z,,
S0700POS351,54-44338184,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0700POS351,54-44338184,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-18T14:00:00Z,,
S0700POS352,54-41316541,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS381,54-41685126,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS382,54-41760047,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0700POS410,54-41281314,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS411,41BA8A1,Windows 10,Workstation,TOSHIBA,6140E1D,2023-08-22T07:00:00Z,,
S0700POS412,54-41685280,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS413,54-41766427,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T07:00:00Z,,
S0700POS500,54-44477090,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS600,54-41316548,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700POS751,54-44338458,Windows 10,Workstation,NCR Corporation,7459-5400-8801,2023-08-22T06:00:00Z,,
S0700SLD27VQFH2,27VQFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-21T23:00:00Z,,
S0700SLD9LSNFH2,9LSNFH2,Windows 10,Workstation,Dell Inc.,Latitude 7480,2023-08-22T04:00:00Z,,
S0702APW9021X70,MXL9021X70,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0702APW9021XBD,MXL9021XBD,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0702APW9021XSL,MXL9021XSL,Windows 10,Workstation,HP,HP EliteDesk 705 G4 DM 65W (TAA),2023-08-22T06:00:00Z,,
S0702CFG001,C07ZM1F0JYVY,Big Sur (11.0),Workstation,Apple Inc.,"Macmini8,1",2023-08-22T07:00:00Z,,
S0702POS021,41L0B7P,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0702POS023,2UA80115K0,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T07:00:00Z,,
S0702POS050,41L0FMD,Windows 10,Workstation,TOSHIBA,6.14E+33,2023-08-22T06:00:00Z,,
S0702POS051,41BAYFP,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T07:00:00Z,,
S0702POS090,2UA80115QK,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0702POS091,2UA80115PF,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0702POS093,2UA80115K5,Windows 10,Workstation,HP,"HP RP9 G1 AiO Retail System, Model 9018",2023-08-22T06:00:00Z,,
S0702POS190,41BAYX4,Windows 10,Workstation,TOSHIBA,6.14E+13,2023-08-22T06:00:00Z,,
